128,124,11.0,1.0,road
124,19,47.0,1.0,road
43,148,75.0,1.0,road
148,146,57.0,1.0,road
146,150,15.0,1.0,road
42,150,11.0,1.0,road
42,142,11.045361017187261,1.0,road
142,238,53.03772242470448,1.0,road
41,238,63.00793600809346,1.0,road
41,115,109.0,1.0,road
115,94,17.0,1.0,road
94,40,135.0,1.0,road
40,109,133.0,1.0,road
109,37,123.0,1.0,road
36,64,64.0,1.0,road
64,35,53.0,1.0,road
35,66,58.0,1.0,road
66,34,81.0,1.0,road
34,203,117.0,1.0,road
203,208,22.0,1.0,road
208,33,122.0,1.0,road
33,32,157.0,1.0,road
138,138,0.0,1.0,road
32,138,15.0,1.0,road
138,88,29.0,1.0,road
88,140,10.0,1.0,road
140,51,42.0,1.0,road
32,31,160.0124995117569,1.0,road
6,11,89.0,1.0,road
11,52,7.0,1.0,road
52,19,94.0,1.0,road
9,156,56.00892785976178,1.0,road
156,162,63.00793600809346,1.0,road
162,10,19.0,1.0,road
10,10,0.0,1.0,road
10,10,0.0,1.0,road
10,10,0.0,1.0,road
10,10,0.0,1.0,road
164,164,0.0,1.0,road
10,5,83.0,1.0,road
10,10,0.0,1.0,road
164,10,5.0,1.0,road
52,164,118.0,1.0,road
11,11,0.0,1.0,road
74,52,52.0,1.0,road
19,52,94.0,1.0,road
11,174,51.0,1.0,road
174,178,63.0,1.0,road
178,132,59.0,1.0,road
132,20,62.0,1.0,road
20,21,18.0,1.0,road
20,30,212.0,1.0,road
30,31,80.0,1.0,road
31,130,116.0,1.0,road
130,29,39.0,1.0,road
29,200,73.0,1.0,road
200,194,29.0,1.0,road
194,204,42.0,1.0,road
204,196,43.0,1.0,road
196,28,74.0,1.0,road
28,27,7.0,1.0,road
15,90,16.0,1.0,road
90,16,28.0,1.0,road
16,25,118.0,1.0,road
25,216,126.0,1.0,road
16,17,117.0,1.0,road
17,18,139.0,1.0,road
18,182,71.0,1.0,road
182,184,48.0,1.0,road
184,166,40.0,1.0,road
166,186,12.0,1.0,road
186,168,14.0,1.0,road
168,188,13.0,1.0,road
188,170,10.0,1.0,road
170,190,15.0,1.0,road
190,172,9.0,1.0,road
172,19,29.0,1.0,road
25,68,60.0,1.0,road
68,26,57.0,1.0,road
26,70,63.0,1.0,road
70,27,76.0,1.0,road
35,26,153.0,1.0,road
26,23,62.0,1.0,road
23,17,56.0,1.0,road
17,120,39.0,1.0,road
120,13,33.0,1.0,road
13,118,29.0,1.0,road
118,8,30.0,1.0,road
8,81,8.0,1.0,road
81,3,44.0,1.0,road
8,83,25.019992006393608,1.0,road
83,7,82.00609733428362,1.0,road
12,92,32.01562118716424,1.0,road
92,77,21.02379604162864,1.0,road
77,13,46.0,1.0,road
13,79,64.0,1.0,road
79,14,75.0,1.0,road
22,72,41.012193308819754,1.0,road
72,23,56.00892785976178,1.0,road
23,75,58.0,1.0,road
75,24,81.0,1.0,road
63,64,16.0,1.0,cycleway
65,66,17.0,1.0,cycleway
67,68,10.0,1.0,cycleway
69,70,8.06225774829855,1.0,cycleway
71,72,7.0,1.0,cycleway
73,74,68.06614430096654,1.0,cycleway
75,76,7.0,1.0,cycleway
77,78,7.0710678118654755,1.0,cycleway
79,80,8.06225774829855,1.0,cycleway
81,82,8.06225774829855,1.0,cycleway
83,84,13.038404810405298,1.0,cycleway
85,25,17.0,1.0,cycleway
87,88,20.024984394500787,1.0,cycleway
89,90,20.0,1.0,cycleway
91,92,9.055385138137417,1.0,cycleway
93,94,14.0,1.0,cycleway
95,96,15.0,1.0,cycleway
97,98,25.019992006393608,1.0,cycleway
99,100,48.0,1.0,cycleway
101,102,29.017236257093817,1.0,cycleway
103,104,18.0,1.0,cycleway
105,102,24.020824298928627,1.0,cycleway
106,107,11.0,1.0,cycleway
108,109,42.01190307520001,1.0,cycleway
110,111,23.021728866442675,1.0,cycleway
112,113,12.0,1.0,cycleway
114,116,79.02531240052139,1.0,cycleway
114,115,79.05694150420949,1.0,cycleway
117,118,7.0710678118654755,1.0,cycleway
119,120,10.0,1.0,cycleway
121,122,23.0,1.0,cycleway
123,124,13.038404810405298,1.0,cycleway
125,126,12.165525060596439,1.0,cycleway
127,128,10.0,1.0,cycleway
129,130,14.0,1.0,cycleway
131,132,8.06225774829855,1.0,cycleway
133,135,95.38343671728336,1.0,cycleway
134,135,95.38343671728336,1.0,cycleway
135,136,13.0,1.0,cycleway
137,138,15.033296378372908,1.0,cycleway
139,140,14.0,1.0,cycleway
141,142,78.0,1.0,cycleway
143,142,49.76946855251722,1.0,cycleway
145,146,63.00793600809346,1.0,cycleway
147,148,18.110770276274835,1.0,cycleway
149,150,13.0,1.0,cycleway
151,152,32.01562118716424,1.0,cycleway
153,154,22.0,1.0,cycleway
155,156,8.06225774829855,1.0,cycleway
157,14,33.015148038438355,1.0,cycleway
159,160,33.015148038438355,1.0,cycleway
161,162,49.0,1.0,cycleway
163,164,13.038404810405298,1.0,cycleway
165,166,9.055385138137417,1.0,cycleway
167,168,8.06225774829855,1.0,cycleway
169,170,9.0,1.0,cycleway
171,172,10.0,1.0,cycleway
173,174,11.045361017187261,1.0,cycleway
175,176,27.16615541441225,1.0,cycleway
176,177,59.0,1.0,cycleway
177,178,25.079872407968907,1.0,cycleway
179,180,33.06055050963308,1.0,cycleway
181,182,33.0,1.0,cycleway
183,184,13.038404810405298,1.0,cycleway
185,186,11.045361017187261,1.0,cycleway
187,188,12.165525060596439,1.0,cycleway
189,190,11.045361017187261,1.0,cycleway
191,192,10.0,1.0,cycleway
193,194,13.152946437965905,1.0,cycleway
195,196,27.0,1.0,cycleway
197,31,74.02702209328699,1.0,cycleway
199,200,13.038404810405298,1.0,cycleway
201,202,15.132745950421556,1.0,cycleway
202,203,80.02499609497022,1.0,cycleway
202,204,76.00657866263946,1.0,cycleway
205,206,16.0312195418814,1.0,cycleway
207,208,15.033296378372908,1.0,cycleway
209,210,43.01162633521314,1.0,cycleway
211,210,73.0,1.0,cycleway
213,214,21.02379604162864,1.0,cycleway
214,216,35.014282800023196,1.0,cycleway
217,113,19.0,1.0,cycleway
219,220,20.0,1.0,cycleway
221,46,20.09975124224178,1.0,cycleway
223,107,18.110770276274835,1.0,cycleway
225,47,23.021728866442675,1.0,cycleway
227,228,14.142135623730951,1.0,cycleway
229,230,16.1245154965971,1.0,cycleway
231,232,12.041594578792296,1.0,cycleway
233,234,17.0,1.0,cycleway
235,236,28.0,1.0,cycleway
237,238,13.0,1.0,cycleway
239,43,22.090722034374522,1.0,cycleway
240,241,27.0,1.0,cycleway
242,241,53.0,1.0,cycleway
0,2,341.0,1.0,cycleway
2,1,515.0,1.0,cycleway
3,4,139.0,1.0,cycleway
4,152,7.0,1.0,cycleway
152,154,31.0,1.0,cycleway
154,9,51.0,1.0,cycleway
9,14,22.0,1.0,cycleway
14,122,35.0,1.0,cycleway
122,160,12.0,1.0,cycleway
160,18,25.0,1.0,cycleway
18,24,56.0,1.0,cycleway
24,180,25.0,1.0,cycleway
180,28,30.0,1.0,cycleway
28,27,7.0,1.0,cycleway
27,34,153.0,1.0,cycleway
34,210,60.0,1.0,cycleway
210,111,23.0,1.0,cycleway
111,98,20.0,1.0,cycleway
98,40,56.0,1.0,cycleway
40,241,80.0,1.0,cycleway
241,45,78.0,1.0,cycleway
45,102,73.0,1.0,cycleway
102,48,72.0,1.0,cycleway
48,230,36.0,1.0,cycleway
230,59,30.0,1.0,cycleway
59,58,177.0,1.0,cycleway
58,57,119.0,1.0,cycleway
57,54,55.036351623268054,1.0,cycleway
0,39,718.0,1.0,cycleway
39,53,515.0009708728712,1.0,cycleway
53,54,461.0,1.0,cycleway
54,55,392.0,1.0,cycleway
56,232,41.012193308819754,1.0,cycleway
232,62,40.01249804748511,1.0,cycleway
62,61,112.04017136723775,1.0,cycleway
61,59,419.0,1.0,cycleway
59,228,62.0,1.0,cycleway
60,60,0.0,1.0,cycleway
228,60,177.0,1.0,cycleway
51,51,0.0,1.0,cycleway
55,51,760.000657894452,1.0,cycleway
21,21,0.0,1.0,cycleway
51,21,372.0,1.0,cycleway
21,1,101.00495037373169,1.0,cycleway
38,39,85.0,1.0,cycleway
47,107,72.0,1.0,cycleway
107,46,73.0,1.0,cycleway
46,38,72.0,1.0,cycleway
38,37,86.0,1.0,cycleway
37,220,25.0,1.0,cycleway
220,113,51.0,1.0,cycleway
113,36,83.0,1.0,cycleway
36,216,27.0,1.0,cycleway
47,48,256.0,1.0,cycleway
48,49,261.0,1.0,cycleway
49,234,63.0,1.0,cycleway
50,234,64.0,1.0,cycleway
50,43,145.0,1.0,cycleway
43,236,104.0,1.0,cycleway
236,44,23.0,1.0,cycleway
44,116,109.0,1.0,cycleway
116,100,18.0,1.0,cycleway
100,45,134.0,1.0,cycleway
104,104,0.0,1.0,cycleway
46,104,123.0,1.0,cycleway
104,45,133.0,1.0,cycleway
49,44,145.0,1.0,cycleway
41,44,158.0,1.0,cycleway
41,96,56.0,1.0,cycleway
96,206,61.0,1.0,cycleway
206,33,42.0,1.0,cycleway
33,136,79.0,1.0,cycleway
136,29,81.0,1.0,cycleway
29,192,24.0,1.0,cycleway
192,126,20.0,1.0,cycleway
126,128,9.0,1.0,cycleway
128,124,11.0,1.0,cycleway
124,19,47.0,1.0,cycleway
43,148,75.0,1.0,cycleway
148,146,57.0,1.0,cycleway
146,150,15.0,1.0,cycleway
42,150,11.0,1.0,cycleway
42,142,11.045361017187261,1.0,cycleway
142,238,53.03772242470448,1.0,cycleway
41,238,63.00793600809346,1.0,cycleway
41,115,109.0,1.0,cycleway
115,94,17.0,1.0,cycleway
94,40,135.0,1.0,cycleway
40,109,133.0,1.0,cycleway
109,37,123.0,1.0,cycleway
36,64,64.0,1.0,cycleway
64,35,53.0,1.0,cycleway
35,66,58.0,1.0,cycleway
66,34,81.0,1.0,cycleway
34,203,117.0,1.0,cycleway
203,208,22.0,1.0,cycleway
208,33,122.0,1.0,cycleway
33,32,157.0,1.0,cycleway
138,138,0.0,1.0,cycleway
32,138,15.0,1.0,cycleway
138,88,29.0,1.0,cycleway
88,140,10.0,1.0,cycleway
140,51,42.0,1.0,cycleway
32,31,160.0124995117569,1.0,cycleway
6,11,89.0,1.0,cycleway
11,52,7.0,1.0,cycleway
52,19,94.0,1.0,cycleway
9,156,56.00892785976178,1.0,cycleway
156,162,63.00793600809346,1.0,cycleway
162,10,19.0,1.0,cycleway
10,10,0.0,1.0,cycleway
10,10,0.0,1.0,cycleway
10,10,0.0,1.0,cycleway
10,10,0.0,1.0,cycleway
164,164,0.0,1.0,cycleway
10,5,83.0,1.0,cycleway
10,10,0.0,1.0,cycleway
164,10,5.0,1.0,cycleway
52,164,118.0,1.0,cycleway
11,11,0.0,1.0,cycleway
74,52,52.0,1.0,cycleway
19,52,94.0,1.0,cycleway
11,174,51.0,1.0,cycleway
174,178,63.0,1.0,cycleway
178,132,59.0,1.0,cycleway
132,20,62.0,1.0,cycleway
20,21,18.0,1.0,cycleway
20,30,212.0,1.0,cycleway
30,31,80.0,1.0,cycleway
31,130,116.0,1.0,cycleway
130,29,39.0,1.0,cycleway
29,200,73.0,1.0,cycleway
200,194,29.0,1.0,cycleway
194,204,42.0,1.0,cycleway
204,196,43.0,1.0,cycleway
196,28,74.0,1.0,cycleway
28,27,7.0,1.0,cycleway
15,90,16.0,1.0,cycleway
90,16,28.0,1.0,cycleway
16,25,118.0,1.0,cycleway
25,216,126.0,1.0,cycleway
16,17,117.0,1.0,cycleway
17,18,139.0,1.0,cycleway
18,182,71.0,1.0,cycleway
182,184,48.0,1.0,cycleway
184,166,40.0,1.0,cycleway
166,186,12.0,1.0,cycleway
186,168,14.0,1.0,cycleway
168,188,13.0,1.0,cycleway
188,170,10.0,1.0,cycleway
170,190,15.0,1.0,cycleway
190,172,9.0,1.0,cycleway
172,19,29.0,1.0,cycleway
25,68,60.0,1.0,cycleway
68,26,57.0,1.0,cycleway
26,70,63.0,1.0,cycleway
70,27,76.0,1.0,cycleway
35,26,153.0,1.0,cycleway
26,23,62.0,1.0,cycleway
23,17,56.0,1.0,cycleway
17,120,39.0,1.0,cycleway
120,13,33.0,1.0,cycleway
13,118,29.0,1.0,cycleway
118,8,30.0,1.0,cycleway
8,81,8.0,1.0,cycleway
81,3,44.0,1.0,cycleway
8,83,25.019992006393608,1.0,cycleway
83,7,82.00609733428362,1.0,cycleway
12,92,32.01562118716424,1.0,cycleway
92,77,21.02379604162864,1.0,cycleway
77,13,46.0,1.0,cycleway
13,79,64.0,1.0,cycleway
79,14,75.0,1.0,cycleway
22,72,41.012193308819754,1.0,cycleway
72,23,56.00892785976178,1.0,cycleway
23,75,58.0,1.0,cycleway
75,24,81.0,1.0,cycleway
63,64,16.0,1.0,sidewalk
65,66,17.0,1.0,sidewalk
67,68,10.0,1.0,sidewalk
69,70,8.06225774829855,1.0,sidewalk
71,72,7.0,1.0,sidewalk
73,74,68.06614430096654,1.0,sidewalk
75,76,7.0,1.0,sidewalk
77,78,7.0710678118654755,1.0,sidewalk
79,80,8.06225774829855,1.0,sidewalk
81,82,8.06225774829855,1.0,sidewalk
83,84,13.038404810405298,1.0,sidewalk
85,25,17.0,1.0,sidewalk
87,88,20.024984394500787,1.0,sidewalk
89,90,20.0,1.0,sidewalk
91,92,9.055385138137417,1.0,sidewalk
93,94,14.0,1.0,sidewalk
95,96,15.0,1.0,sidewalk
97,98,25.019992006393608,1.0,sidewalk
99,100,48.0,1.0,sidewalk
101,102,29.017236257093817,1.0,sidewalk
103,104,18.0,1.0,sidewalk
105,102,24.020824298928627,1.0,sidewalk
106,107,11.0,1.0,sidewalk
108,109,42.01190307520001,1.0,sidewalk
110,111,23.021728866442675,1.0,sidewalk
112,113,12.0,1.0,sidewalk
114,116,79.02531240052139,1.0,sidewalk
114,115,79.05694150420949,1.0,sidewalk
117,118,7.0710678118654755,1.0,sidewalk
119,120,10.0,1.0,sidewalk
121,122,23.0,1.0,sidewalk
123,124,13.038404810405298,1.0,sidewalk
125,126,12.165525060596439,1.0,sidewalk
127,128,10.0,1.0,sidewalk
129,130,14.0,1.0,sidewalk
131,132,8.06225774829855,1.0,sidewalk
133,135,95.38343671728336,1.0,sidewalk
134,135,95.38343671728336,1.0,sidewalk
135,136,13.0,1.0,sidewalk
137,138,15.033296378372908,1.0,sidewalk
139,140,14.0,1.0,sidewalk
141,142,78.0,1.0,sidewalk
143,142,49.76946855251722,1.0,sidewalk
145,146,63.00793600809346,1.0,sidewalk
147,148,18.110770276274835,1.0,sidewalk
149,150,13.0,1.0,sidewalk
151,152,32.01562118716424,1.0,sidewalk
153,154,22.0,1.0,sidewalk
155,156,8.06225774829855,1.0,sidewalk
157,14,33.015148038438355,1.0,sidewalk
159,160,33.015148038438355,1.0,sidewalk
161,162,49.0,1.0,sidewalk
163,164,13.038404810405298,1.0,sidewalk
165,166,9.055385138137417,1.0,sidewalk
167,168,8.06225774829855,1.0,sidewalk
169,170,9.0,1.0,sidewalk
171,172,10.0,1.0,sidewalk
173,174,11.045361017187261,1.0,sidewalk
175,176,27.16615541441225,1.0,sidewalk
176,177,59.0,1.0,sidewalk
177,178,25.079872407968907,1.0,sidewalk
179,180,33.06055050963308,1.0,sidewalk
181,182,33.0,1.0,sidewalk
183,184,13.038404810405298,1.0,sidewalk
185,186,11.045361017187261,1.0,sidewalk
187,188,12.165525060596439,1.0,sidewalk
189,190,11.045361017187261,1.0,sidewalk
191,192,10.0,1.0,sidewalk
193,194,13.152946437965905,1.0,sidewalk
195,196,27.0,1.0,sidewalk
197,31,74.02702209328699,1.0,sidewalk
199,200,13.038404810405298,1.0,sidewalk
201,202,15.132745950421556,1.0,sidewalk
202,203,80.02499609497022,1.0,sidewalk
202,204,76.00657866263946,1.0,sidewalk
205,206,16.0312195418814,1.0,sidewalk
207,208,15.033296378372908,1.0,sidewalk
209,210,43.01162633521314,1.0,sidewalk
211,210,73.0,1.0,sidewalk
213,214,21.02379604162864,1.0,sidewalk
214,216,35.014282800023196,1.0,sidewalk
217,113,19.0,1.0,sidewalk
219,220,20.0,1.0,sidewalk
221,46,20.09975124224178,1.0,sidewalk
223,107,18.110770276274835,1.0,sidewalk
225,47,23.021728866442675,1.0,sidewalk
227,228,14.142135623730951,1.0,sidewalk
229,230,16.1245154965971,1.0,sidewalk
231,232,12.041594578792296,1.0,sidewalk
233,234,17.0,1.0,sidewalk
235,236,28.0,1.0,sidewalk
237,238,13.0,1.0,sidewalk
239,43,22.090722034374522,1.0,sidewalk
240,241,27.0,1.0,sidewalk
242,241,53.0,1.0,sidewalk
0,2,341.0,1.0,sidewalk
2,1,515.0,1.0,sidewalk
3,4,139.0,1.0,sidewalk
4,152,7.0,1.0,sidewalk
152,154,31.0,1.0,sidewalk
154,9,51.0,1.0,sidewalk
9,14,22.0,1.0,sidewalk
14,122,35.0,1.0,sidewalk
122,160,12.0,1.0,sidewalk
160,18,25.0,1.0,sidewalk
18,24,56.0,1.0,sidewalk
24,180,25.0,1.0,sidewalk
180,28,30.0,1.0,sidewalk
28,27,7.0,1.0,sidewalk
27,34,153.0,1.0,sidewalk
34,210,60.0,1.0,sidewalk
210,111,23.0,1.0,sidewalk
111,98,20.0,1.0,sidewalk
98,40,56.0,1.0,sidewalk
40,241,80.0,1.0,sidewalk
241,45,78.0,1.0,sidewalk
45,102,73.0,1.0,sidewalk
102,48,72.0,1.0,sidewalk
48,230,36.0,1.0,sidewalk
230,59,30.0,1.0,sidewalk
59,58,177.0,1.0,sidewalk
58,57,119.0,1.0,sidewalk
57,54,55.036351623268054,1.0,sidewalk
0,39,718.0,1.0,sidewalk
39,53,515.0009708728712,1.0,sidewalk
53,54,461.0,1.0,sidewalk
54,55,392.0,1.0,sidewalk
56,232,41.012193308819754,1.0,sidewalk
232,62,40.01249804748511,1.0,sidewalk
62,61,112.04017136723775,1.0,sidewalk
61,59,419.0,1.0,sidewalk
59,228,62.0,1.0,sidewalk
60,60,0.0,1.0,sidewalk
228,60,177.0,1.0,sidewalk
51,51,0.0,1.0,sidewalk
55,51,760.000657894452,1.0,sidewalk
21,21,0.0,1.0,sidewalk
51,21,372.0,1.0,sidewalk
21,1,101.00495037373169,1.0,sidewalk
38,39,85.0,1.0,sidewalk
47,107,72.0,1.0,sidewalk
107,46,73.0,1.0,sidewalk
46,38,72.0,1.0,sidewalk
38,37,86.0,1.0,sidewalk
37,220,25.0,1.0,sidewalk
220,113,51.0,1.0,sidewalk
113,36,83.0,1.0,sidewalk
36,216,27.0,1.0,sidewalk
47,48,256.0,1.0,sidewalk
48,49,261.0,1.0,sidewalk
49,234,63.0,1.0,sidewalk
50,234,64.0,1.0,sidewalk
50,43,145.0,1.0,sidewalk
43,236,104.0,1.0,sidewalk
236,44,23.0,1.0,sidewalk
44,116,109.0,1.0,sidewalk
116,100,18.0,1.0,sidewalk
100,45,134.0,1.0,sidewalk
104,104,0.0,1.0,sidewalk
46,104,123.0,1.0,sidewalk
104,45,133.0,1.0,sidewalk
49,44,145.0,1.0,sidewalk
41,44,158.0,1.0,sidewalk
41,96,56.0,1.0,sidewalk
96,206,61.0,1.0,sidewalk
206,33,42.0,1.0,sidewalk
33,136,79.0,1.0,sidewalk
136,29,81.0,1.0,sidewalk
29,192,24.0,1.0,sidewalk
192,126,20.0,1.0,sidewalk
126,128,9.0,1.0,sidewalk
128,124,11.0,1.0,sidewalk
124,19,47.0,1.0,sidewalk
43,148,75.0,1.0,sidewalk
148,146,57.0,1.0,sidewalk
146,150,15.0,1.0,sidewalk
42,150,11.0,1.0,sidewalk
42,142,11.045361017187261,1.0,sidewalk
142,238,53.03772242470448,1.0,sidewalk
41,238,63.00793600809346,1.0,sidewalk
41,115,109.0,1.0,sidewalk
115,94,17.0,1.0,sidewalk
94,40,135.0,1.0,sidewalk
40,109,133.0,1.0,sidewalk
109,37,123.0,1.0,sidewalk
36,64,64.0,1.0,sidewalk
64,35,53.0,1.0,sidewalk
35,66,58.0,1.0,sidewalk
66,34,81.0,1.0,sidewalk
34,203,117.0,1.0,sidewalk
203,208,22.0,1.0,sidewalk
208,33,122.0,1.0,sidewalk
33,32,157.0,1.0,sidewalk
138,138,0.0,1.0,sidewalk
32,138,15.0,1.0,sidewalk
138,88,29.0,1.0,sidewalk
88,140,10.0,1.0,sidewalk
140,51,42.0,1.0,sidewalk
32,31,160.0124995117569,1.0,sidewalk
6,11,89.0,1.0,sidewalk
11,52,7.0,1.0,sidewalk
52,19,94.0,1.0,sidewalk
9,156,56.00892785976178,1.0,sidewalk
156,162,63.00793600809346,1.0,sidewalk
162,10,19.0,1.0,sidewalk
10,10,0.0,1.0,sidewalk
10,10,0.0,1.0,sidewalk
10,10,0.0,1.0,sidewalk
10,10,0.0,1.0,sidewalk
164,164,0.0,1.0,sidewalk
10,5,83.0,1.0,sidewalk
10,10,0.0,1.0,sidewalk
164,10,5.0,1.0,sidewalk
52,164,118.0,1.0,sidewalk
11,11,0.0,1.0,sidewalk
74,52,52.0,1.0,sidewalk
19,52,94.0,1.0,sidewalk
11,174,51.0,1.0,sidewalk
174,178,63.0,1.0,sidewalk
178,132,59.0,1.0,sidewalk
132,20,62.0,1.0,sidewalk
20,21,18.0,1.0,sidewalk
20,30,212.0,1.0,sidewalk
30,31,80.0,1.0,sidewalk
31,130,116.0,1.0,sidewalk
130,29,39.0,1.0,sidewalk
29,200,73.0,1.0,sidewalk
200,194,29.0,1.0,sidewalk
194,204,42.0,1.0,sidewalk
204,196,43.0,1.0,sidewalk
196,28,74.0,1.0,sidewalk
28,27,7.0,1.0,sidewalk
15,90,16.0,1.0,sidewalk
90,16,28.0,1.0,sidewalk
16,25,118.0,1.0,sidewalk
25,216,126.0,1.0,sidewalk
16,17,117.0,1.0,sidewalk
17,18,139.0,1.0,sidewalk
18,182,71.0,1.0,sidewalk
182,184,48.0,1.0,sidewalk
184,166,40.0,1.0,sidewalk
166,186,12.0,1.0,sidewalk
186,168,14.0,1.0,sidewalk
168,188,13.0,1.0,sidewalk
188,170,10.0,1.0,sidewalk
170,190,15.0,1.0,sidewalk
190,172,9.0,1.0,sidewalk
172,19,29.0,1.0,sidewalk
25,68,60.0,1.0,sidewalk
68,26,57.0,1.0,sidewalk
26,70,63.0,1.0,sidewalk
70,27,76.0,1.0,sidewalk
35,26,153.0,1.0,sidewalk
26,23,62.0,1.0,sidewalk
23,17,56.0,1.0,sidewalk
17,120,39.0,1.0,sidewalk
120,13,33.0,1.0,sidewalk
13,118,29.0,1.0,sidewalk
118,8,30.0,1.0,sidewalk
